STN1,STN2,Weight,Bins,Frequency,Intervals
ZNA,BXR,4,,,
DABN,MBY,4,,,
SOJN,SGD,4,,,
ET,BGTA,4,,,
RJPB,GZH,4,,,
BDWD,VNA,4,,,
SKN,HRPG,4,,,
SKI,TRS,4,,,
GED,BGK,4,,,
DDL,KNN,4,,,
KDP,YA,4,,,
BJF,BNGN,4,,,
BJU,PNBE,4,,,
BJP,BGK,4,,,
ARCL,SCL,4,,,
ARCL,KTX,4,,,
MYS,S,4,,,
HZD,GMO,4,,,
SGUJ,APDJ,4,,,
TNKU,BVRT,4,,,
FTS,RBS,4,,,
FTS,KLB,4,,,
SMR,MKSR,4,,,
FK,TIR,4,,,
GGA,BGP,4,,,
GGC,MLZ,4,,,
MDR,YP,4,,,
JER,BLDA,4,,,
YL,KPG,4,,,
YP,KI,4,,,
ABR,ADI,4,,,
ABS,BTI,4,,,
NZD,BZA,4,,,
NZM,BVH,4,,,
JIND,UCA,4,,,
BHL,CNA,4,,,
BHB,MNE,4,,,
WENA,BEHS,4,,,
FZD,CNB,4,,,
CDG,KLK,4,,,
GAM,RBA,4,,,
MBY,BTI,4,,,
NXN,BANO,4,,,
BVH,MTJ,4,,,
TVI,JTO,4,,,
GD,SCC,4,,,
SAH,PLG,4,,,
SAN,RBD,4,,,
CHH,SWPR,4,,,
CHI,SGR,4,,,
DBR,BRG,4,,,
BTY,PLY,4,,,
BTX,HPP,4,,,
BTD,JVN,4,,,
MNV,SGO,4,,,
PBE,BPR,4,,,
PBH,RBL,4,,,
ADT,KTM,4,,,
ADI,MHD,4,,,
BRC,SMLA,4,,,
BGTA,SGP,4,,,
CLX,BZA,4,,,
CLU,MTM,4,,,
KAWR,GOK,4,,,
BPR,IZN,4,,,
GOK,ANKL,4,,,
KND,TATA,4,,,
KNW,CAER,4,,,
KNP,BGM,4,,,
ODG,MDDP,4,,,
FBG,ARQ,4,,,
CNC,RBG,4,,,
PFM,PLP,4,,,
SZR,BXP,4,,,
GTL,MALM,4,,,
HVD,MALB,4,,,
PNBE,BGS,4,,,
RBS,BXN,4,,,
PHN,BZM,4,,,
PUNE,KK,4,,,
PLJE,KTH,4,,,
GVL,KVM,4,,,
BVRM,BVRT,4,,,
BZU,MTY,4,,,
BZA,KI,4,,,
MVI,MALB,4,,,
MURI,TATA,4,,,
KO,MALM,4,,,
NIU,PLJ,4,,,
MALM,MTU,4,,,
RNR,DVG,4,,,
BER,SEU,3,,,
GRD,MMD,3,,,
GRA,PNP,3,,,
GRA,KUN,3,,,
NOQ,FKM,3,,,
MLN,GK,3,,,
LMP,STP,3,,,
LMP,GK,3,,,
LMK,DHD,3,,,
LC,DAL,3,,,
LC,ASH,3,,,
LM,BTD,3,,,
LM,WC,3,,,
PNP,GNU,3,,,
PNP,DLI,3,,,
PNK,GOY,3,,,
MRJ,DLGN,3,,,
ANSB,RPAR,3,,,
AMSA,TTR,3,,,
AMSA,TK,3,,,
DMP,KMTI,3,,,
DMV,MXN,3,,,
NRLR,LJR,3,,,
BCY,SRNT,3,,,
SRJ,ALD,3,,,
SRJ,JSR,3,,,
SRO,SJT,3,,,
RJT,VG,3,,,
RJY,GVN,3,,,
GOL,CKP,3,,,
MLD,LKO,3,,,
MLD,SAN,3,,,
AVD,PER,3,,,
KZT,NCJ,3,,,
KZE,BFR,3,,,
UVD,PAD,3,,,
MB,SEO,3,,,
RWL,MOTC,3,,,
MS,BZA,3,,,
DOD,DLD,3,,,
MOTC,HW,3,,,
PUL,BTIC,3,,,
BAQ,GLG,3,,,
SJNP,KTHU,3,,,
SJNP,MDPB,3,,,
STP,DAL,3,,,
STR,JSV,3,,,
KIUL,JMP,3,,,
ATS,SBP,3,,,
RGD,SILO,3,,,
RGJ,BOE,3,,,
MED,MJF,3,,,
GDV,TGU,3,,,
GAYA,MDE,3,,,
KDPR,AZR,3,,,
JHD,MDE,3,,,
JHD,BELA,3,,,
NAC,FL,3,,,
BOF,KMTI,3,,,
LKO,BSB,3,,,
LKE,KPTN,3,,,
KCC,MAG,3,,,
KCC,BZA,3,,,
NU,MML,3,,,
AZR,KIR,3,,,
TKR,BVNR,3,,,
RSR,CHR,3,,,
BMO,SC,3,,,
DHPR,CDG,3,,,
DHPR,UMB,3,,,
MGG,BLAX,3,,,
GZB,CHL,3,,,
GZB,CNB,3,,,
TBT,BZY,3,,,
MGS,KMS,3,,,
MGS,DGO,3,,,
DMRX,MKB,3,,,
FTG,RBL,3,,,
EKMA,CW,3,,,
EKMA,DDA,3,,,
BHME,CRP,3,,,
DEC,AWR,3,,,
DEC,RE,3,,,
SJT,BRE,3,,,
BRYA,RDUM,3,,,
BRYA,MKB,3,,,
BLGR,LSX,3,,,
JBP,DOE,3,,,
JBP,SRID,3,,,
KUDA,BTJL,3,,,
OML,SA,3,,,
SLY,TPT,3,,,
MCA,BZN,3,,,
ANDI,NUR,3,,,
KRLR,ANPR,3,,,
CIL,ANTU,3,,,
NYP,MAS,3,,,
NYP,BZA,3,,,
AGC,NDLS,3,,,
NYN,JSR,3,,,
KOTA,GQL,3,,,
KOTA,MTJ,3,,,
BWT,WFD,3,,,
BWL,RE,3,,,
BWL,HSI,3,,,
BWN,RNG,3,,,
LSX,BRPL,3,,,
VAPM,CAN,3,,,
DAKE,KOAA,3,,,
TUP,UKL,3,,,
CKP,MOU,3,,,
UJN,VRG,3,,,
BUX,WRR,3,,,
BUX,CD,3,,,
ETW,AF,3,,,
KMS,SYJ,3,,,
BTIC,BTI,3,,,
BLAX,DWX,3,,,
SGLA,DLGN,3,,,
BSL,KYN,3,,,
BSL,BDWD,3,,,
BSB,ABP,3,,,
BSB,ALD,3,,,
BSC,BARL,3,,,
SBT,ADI,3,,,
MMR,YL,3,,,
MMR,KYN,3,,,
MMD,JGD,3,,,
SBI,KLL,3,,,
RU,AJJ,3,,,
NBG,JPL,3,,,
GHQ,MQX,3,,,
HSI,KRH,3,,,
SYC,PFM,3,,,
SYC,PLP,3,,,
COR,MLGH,3,,,
COI,BDL,3,,,
MKN,JP,3,,,
KQK,BFR,3,,,
SILO,NLD,3,,,
TSR,TEL,3,,,
TSR,NDO,3,,,
HUP,BNC,3,,,
UDM,KDHA,3,,,
UDM,NRGR,3,,,
SFG,ALD,3,,,
TMX,SHNR,3,,,
NJP,BLK,3,,,
GJD,PRP,3,,,
BVNR,KRD,3,,,
AMG,SAN,3,,,
KUN,UMB,3,,,
HSRA,SBC,3,,,
KUA,KWR,3,,,
RRME,BRKA,3,,,
JSV,WTR,3,,,
GQL,KPTN,3,,,
R,G,3,,,
KWV,PUNE,3,,,
PPN,TEA,3,,,
GSP,DNN,3,,,
BL,PAD,3,,,
NNA,MNE,3,,,
UR,FM,3,,,
MSK,THB,3,,,
KYN,NRL,3,,,
TRTR,PVRD,3,,,
SRNT,ARJ,3,,,
PRL,TNM,3,,,
PRL,ARV,3,,,
AMRO,DLI,3,,,
TKD,NZM,3,,,
DLD,MDS,3,,,
DLI,ALJN,3,,,
RMA,SGZ,3,,,
BBA,CH,3,,,
AWR,DO,3,,,
CD,MJRI,3,,,
CW,DDA,3,,,
VN,KPD,3,,,
VR,PLG,3,,,
VR,SAH,3,,,
KRSL,ANPR,3,,,
PTK,DNN,3,,,
JMP,SGG,3,,,
NBD,CNK,3,,,
JKN,ARJ,3,,,
SWA,KLD,3,,,
SWA,JTB,3,,,
TGU,BZA,3,,,
GYN,MBS,3,,,
WC,JVN,3,,,
LJN,HRI,3,,,
YNK,BNCE,3,,,
GUNA,BDWS,3,,,
ED,CBE,3,,,
ED,UKL,3,,,
BHLP,MBS,3,,,
JGD,MDP,3,,,
KDHA,VRG,3,,,
JIND,BZO,3,,,
BHS,SCI,3,,,
BHS,GLG,3,,,
TVI,SGS,3,,,
CHL,KRJ,3,,,
KJM,SBC,3,,,
KJT,NRL,3,,,
KJY,KRJ,3,,,
RDUM,HTZ,3,,,
MNJ,BRE,3,,,
CJM,CLX,3,,,
TPJ,GOC,3,,,
HRI,BE,3,,,
HRI,BGH,3,,,
JTG,HJO,3,,,
UCA,BZO,3,,,
GKP,GKC,3,,,
GVN,KVR,3,,,
SNSI,MMR,2,,,
SPX,TPK,2,,,
SPX,FKM,2,,,
SPP,DES,2,,,
SPT,CHE,2,,,
SPJ,ROA,2,,,
SPJ,KGG,2,,,
SPJ,RBZ,2,,,
SPK,BOJ,2,,,
SPK,BFD,2,,,
SPN,CH,2,,,
SPN,BTRA,2,,,
SPN,SCC,2,,,
SPN,BLPU,2,,,
SPC,ROZA,2,,,
SPC,SCC,2,,,
SPE,GPD,2,,,
JNU,MIH,2,,,
JNU,BTP,2,,,
PQL,KZJ,2,,,
PQL,GNP,2,,,
PQN,KHNM,2,,,
JND,BDDR,2,,,
JNH,BSB,2,,,
JNO,NVG,2,,,
JNO,PUX,2,,,
BEM,UJH,2,,,
BEM,BRY,2,,,
BEB,REJ,2,,,
BEA,KRS,2,,,
BEA,DURE,2,,,
BEA,BXR,2,,,
BEG,KUF,2,,,
BEG,TDP,2,,,
BEY,BMH,2,,,
BEY,NDL,2,,,
BET,KAH,2,,,
BET,BAQ,2,,,
GRO,ET,2,,,
GRO,SQL,2,,,
NOI,JRK,2,,,
NOI,SGO,2,,,
NOQ,GOGH,2,,,
STPD,KCG,2,,,
STPD,MJF,2,,,
MLN,BIK,2,,,
LMO,SVKD,2,,,
LMO,DAS,2,,,
LMG,JID,2,,,
LMG,MBG,2,,,
LMG,MYD,2,,,
LMG,LGT,2,,,
DPS,KNPS,2,,,
DPS,BSPX,2,,,
DPS,BJMD,2,,,
DPS,NOMD,2,,,
MOTH,ORAI,2,,,
MOTH,JHS,2,,,
DPL,LKN,2,,,
DPL,BGS,2,,,
DPJ,PCV,2,,,
DPJ,OML,2,,,
LM,RUR,2,,,
LM,JVN,2,,,
PNQ,WKI,2,,,
PNQ,GUV,2,,,
PNP,DEC,2,,,
PNP,DEE,2,,,
PNU,BLDI,2,,,
PNU,UJA,2,,,
PNW,JAA,2,,,
PNE,SNT,2,,,
PND,KOI,2,,,
PND,HRB,2,,,
PNF,JOA,2,,,
PNF,PRLI,2,,,
MRL,UDN,2,,,
MRL,ST,2,,,
MRJ,PUNE,2,,,
MRJ,SED,2,,,
MRJ,UGR,2,,,
MRJ,RBG,2,,,
MRK,NRT,2,,,
MRK,NDL,2,,,
MRK,TLU,2,,,
MRG,DBY,2,,,
MRG,LEDO,2,,,
MRA,BAO,2,,,
APR,CLF,2,,,
APR,KTMA,2,,,
APT,RJY,2,,,
APK,VPT,2,,,
APK,MNM,2,,,
API,DG,2,,,
API,ODC,2,,,
APN,VGE,2,,,
APN,SXT,2,,,
KUPR,BLND,2,,,
KUPR,SCQ,2,,,
KXJ,BRGM,2,,,
KXJ,BPB,2,,,
KXL,TTB,2,,,
KXL,FKG,2,,,
KXN,KLG,2,,,
KXN,ROU,2,,,
KKLR,MDVL,2,,,
DNKL,MCS,2,,,
DNKL,JJKR,2,,,
DNKL,MRDL,2,,,
MBNR,SRNR,2,,,
ANSB,KART,2,,,
PDY,MS,2,,,
CLG,SVRP,2,,,
CLG,BKSL,2,,,
PDL,MKR,2,,,
PDL,DHNE,2,,,
WKR,DL,2,,,
PDD,UD,2,,,
PDD,MAJN,2,,,
KRPU,RGDA,2,,,
KRPU,DMRT,2,,,
PLCJ,LGH,2,,,
PLCJ,MWT,2,,,
PLCJ,BKN,2,,,
PLCJ,JU,2,,,
PLCJ,OSN,2,,,
ALMR,NGA,2,,,
ALMR,UJ,2,,,
DMC,GOM,2,,,
DMG,GKP,2,,,
DMG,JTB,2,,,
DMM,KCG,2,,,
DMM,GY,2,,,
DMN,AMI,2,,,
DMN,WR,2,,,
DMR,CBZ,2,,,
DMR,PEC,2,,,
DMV,SZR,2,,,
DMW,LLJ,2,,,
DMW,JPD,2,,,
JLW,KTE,2,,,
JLW,RPD,2,,,
JLR,UA,2,,,
PSA,PUN,2,,,
HNA,UD,2,,,
BCH,AKD,2,,,
OMLF,ADF,2,,,
OMLF,MLDT,2,,,
HNL,AK,2,,,
HNS,STD,2,,,
HNS,BNW,2,,,
BCT,ADH,2,,,
SRC,PKU,2,,,
SRE,NBD,2,,,
SRI,SI,2,,,
SRI,BOE,2,,,
SRT,TEN,2,,,
SRU,BLTR,2,,,
SRY,SHK,2,,,
SRY,LKR,2,,,
TDN,TMQ,2,,,
TDN,MDU,2,,,
TDL,AGC,2,,,
TDL,GZB,2,,,
HLX,BHZ,2,,,
HLX,SQF,2,,,
NMM,RPAN,2,,,
NMM,MJBT,2,,,
NMK,RGS,2,,,
TDU,KQT,2,,,
TDU,CT,2,,,
FHT,MTJ,2,,,
FHT,RKM,2,,,
KTMA,BJRI,2,,,
RJP,RU,2,,,
RJP,OBVP,2,,,
RJY,TUNI,2,,,
RJY,CCT,2,,,
RJA,JYG,2,,,
DRZ,BXA,2,,,
DRH,MSDN,2,,,
DRL,KRSA,2,,,
DRL,SMLA,2,,,
DRL,CPN,2,,,
DRD,VGN,2,,,
DRD,GVD,2,,,
BGKT,MJ,2,,,
SVHE,UBL,2,,,
SVHE,NGR,2,,,
GOM,NLP,2,,,
MLO,KJM,2,,,
RWTB,ULG,2,,,
RWTB,MJBT,2,,,
MLP,HLAR,2,,,
MLP,GDG,2,,,
AVN,AJJ,2,,,
AVN,SHU,2,,,
GOY,PHN,2,,,
MPY,AKN,2,,,
MPY,NAT,2,,,
JDB,KPRR,2,,,
KZT,TVC,2,,,
KZY,TCN,2,,,
KZY,ANY,2,,,
KZB,ANY,2,,,
KZB,NZT,2,,,
KZJ,HSP,2,,,
KZJ,MLY,2,,,
KZK,TVC,2,,,
DEB,BTY,2,,,
DEB,PLY,2,,,
RKSH,VRH,2,,,
RKSH,RWL,2,,,
BHKD,BRKA,2,,,
BHKD,PTRU,2,,,
DEG,SIL,2,,,
DEG,KASR,2,,,
GOGH,JOQ,2,,,
GOGH,KAMG,2,,,
GOGH,NBQ,2,,,
GOGH,CROA,2,,,
VAA,BJE,2,,,
VAA,MHQ,2,,,
TAPA,BTI,2,,,
RLA,MHV,2,,,
RLA,SVKD,2,,,
MAUR,KTKL,2,,,
SGRL,BRGW,2,,,
SGRL,KRLR,2,,,
SGRL,SGAM,2,,,
SGRM,TKRI,2,,,
SGRM,LKMR,2,,,
UVD,BL,2,,,
MD,KSG,2,,,
MD,AII,2,,,
MB,ANVT,2,,,
RWH,JTTN,2,,,
RWH,BLMR,2,,,
MO,KWV,2,,,
PLMD,TUP,2,,,
PLMD,CBF,2,,,
RWL,QSR,2,,,
RWL,VRH,2,,,
MK,TLH,2,,,
MK,BLPU,2,,,
MW,BTT,2,,,
MV,ADT,2,,,
MV,CDM,2,,,
MV,VDL,2,,,
MS,GPD,2,,,
MS,VM,2,,,
MS,PER,2,,,
MS,OGL,2,,,
DOL,SIHO,2,,,
DOL,DUBH,2,,,
DOS,MGS,2,,,
DOS,ANH,2,,,
DOS,BBU,2,,,
BHTN,BMR,2,,,
BHTN,BRGT,2,,,
BHTK,KOI,2,,,
BHTK,KGS,2,,,
PUN,NWP,2,,,
JJG,LGL,2,,,
PUS,BRKA,2,,,
PUS,GMIA,2,,,
BAT,VKA,2,,,
BAT,GSP,2,,,
SJNP,CHKB,2,,,
BAB,BINA,2,,,
BAO,GWL,2,,,
BAL,TRB,2,,,
BAL,TPJ,2,,,
BAM,CHE,2,,,
BAM,DVD,2,,,
BAI,KWP,2,,,
BAI,DO,2,,,
STD,HSR,2,,,
STA,CKTD,2,,,
STA,BSB,2,,,
STN,CRJ,2,,,
STW,ROI,2,,,
STR,SLI,2,,,
NCB,FKM,2,,,
NCB,GDX,2,,,
NCB,NBQ,2,,,
NCB,JPE,2,,,
NCB,APDJ,2,,,
NEO,SDE,2,,,
NEO,DNR,2,,,
ROZA,KH,2,,,
KTKL,MSZ,2,,,
KAH,MABA,2,,,
KAN,BWN,2,,,
KAN,MNAE,2,,,
RTGH,TLC,2,,,
KAR,MST,2,,,
KAR,HRI,2,,,
RHA,NH,2,,,
RHA,KOAA,2,,,
RHA,SDAH,2,,,
RHE,GTS,2,,,
RHG,MKH,2,,,
MRHT,DBRG,2,,,
MRHT,DMGN,2,,,
DMNJ,DMRT,2,,,
DMNJ,BGUA,2,,,
KIUL,DNRE,2,,,
KIUL,UREN,2,,,
KIUL,SHK,2,,,
CNPR,DNEA,2,,,
CNPR,GMIA,2,,,
ATE,SWC,2,,,
ATT,DLI,2,,,
ATU,ETP,2,,,
ATU,SXT,2,,,
ATU,SA,2,,,
ATS,HKG,2,,,
ATP,KLU,2,,,
ATP,KRNT,2,,,
KRBP,DUBH,2,,,
NANA,SOH,2,,,
NANA,MOI,2,,,
BDHY,KTHU,2,,,
NANR,KDJR,2,,,
NANR,BSTP,2,,,
LMNR,MGG,2,,,
LMNR,INDB,2,,,
PTKP,BGSF,2,,,
PTKP,OEA,2,,,
PTKD,BRGM,2,,,
PTKD,CBZ,2,,,
KNLS,KMBL,2,,,
KNLS,JAM,2,,,
CKHS,PNVL,2,,,
CKHS,MHPE,2,,,
LDH,JGN,2,,,
LDH,AHH,2,,,
MED,BMO,2,,,
MED,WDR,2,,,
MED,GWV,2,,,
GDV,GVL,2,,,
GDV,NUJ,2,,,
GDV,MDVL,2,,,
GDV,MTM,2,,,
GAYA,PRR,2,,,
GAYA,WZJ,2,,,
GAYA,GMO,2,,,
GAYA,NWD,2,,,
GDX,FLK,2,,,
GDA,RTM,2,,,
GDA,KRSA,2,,,
VGN,BOR,2,,,
VGE,ETP,2,,,
MEX,PTK,2,,,
JOA,LTRR,2,,,
KDPR,LAV,2,,,
KDPR,MLDT,2,,,
RUL,TKRI,2,,,
RUL,LLGM,2,,,
RUB,KGA,2,,,
BLMR,BBGN,2,,,
BLMK,LLGM,2,,,
BLMK,SKPI,2,,,
RUR,BTD,2,,,
RECH,BPA,2,,,
RECH,ASAF,2,,,
JHD,NDU,2,,,
JHD,THA,2,,,
JHL,JIND,2,,,
JHL,BLZ,2,,,
JHL,HSR,2,,,
RPAR,KRLI,2,,,
RPAR,GANL,2,,,
JHS,BWR,2,,,
JHS,CNB,2,,,
RPAN,VNE,2,,,
UTA,DLQ,2,,,
UTA,SAN,2,,,
UTL,BUT,2,,,
UTL,BME,2,,,
PWL,HDL,2,,,
NAB,BPQ,2,,,
NAC,JP,2,,,
NAD,BWM,2,,,
HBJ,SJP,2,,,
HBD,BNI,2,,,
HBD,MDDP,2,,,
HBG,BUQ,2,,,
HBG,JBP,2,,,
NAN,KKW,2,,,
NAN,VBW,2,,,
NAM,BOJ,2,,,
NAM,BFD,2,,,
NAS,HSX,2,,,
NAS,SCQ,2,,,
BOJ,NTSK,2,,,
BOJ,LXA,2,,,
NAT,AKN,2,,,
BOD,RTM,2,,,
BOD,RNH,2,,,
BOG,BMI,2,,,
BOG,RTI,2,,,
SVX,CHI,2,,,
SVX,AVRD,2,,,
SVV,SDNR,2,,,
SVV,NZT,2,,,
LKO,RDL,2,,,
LKO,KKJ,2,,,
SMBX,CHKB,2,,,
LKW,FKA,2,,,
LKW,MKS,2,,,
LKU,KPV,2,,,
LKR,DMRX,2,,,
LKS,SOG,2,,,
KCD,DKD,2,,,
KCD,VKN,2,,,
KCG,MJF,2,,,
KCG,KMC,2,,,
KCG,NZB,2,,,
KCG,MXT,2,,,
KCG,UR,2,,,
KCG,NGP,2,,,
KCG,FM,2,,,
KCA,SLD,2,,,
KCA,MGS,2,,,
KCJ,RBL,2,,,
KCJ,GNG,2,,,
KCV,BTQ,2,,,
KCV,BPO,2,,,
ABKP,BSPR,2,,,
NK,LTT,2,,,
NB,RV,2,,,
NB,SAV,2,,,
NG,EKM,2,,,
NG,TRT,2,,,
NU,GAR,2,,,
NU,BSL,2,,,
NU,KKB,2,,,
MHPE,CHOK,2,,,
AZR,SM,2,,,
AZR,LAV,2,,,
NLP,HMY,2,,,
NLR,RU,2,,,
NLR,MAS,2,,,
NLR,PER,2,,,
NLR,KPD,2,,,
HMT,DNRP,2,,,
HMT,SDGM,2,,,
BDVT,SMET,2,,,
JRLI,BSPX,2,,,
JRLI,NYG,2,,,
CDGR,MDN,2,,,
CDGR,VSU,2,,,
JRLE,DGLE,2,,,
BSYA,ANH,2,,,
BSYA,NBG,2,,,
MRBL,KBJ,2,,,
MRBL,TIG,2,,,
DEOS,BLTR,2,,,
DEOS,CC,2,,,
MKC,BRRG,2,,,
MKC,BPL,2,,,
MKC,GUNA,2,,,
AIT,CGN,2,,,
FTP,FYZ,2,,,
FTP,MWH,2,,,
MKS,BRW,2,,,
PNSA,BHLE,2,,,
PNSA,DWLE,2,,,
FGSB,SIR,2,,,
FGSB,BSPN,2,,,
RAIR,JUJA,2,,,
RSI,BLW,2,,,
RSI,CNK,2,,,
RSA,GDZ,2,,,
RSA,MXA,2,,,
RSR,PEP,2,,,
PDU,SGDM,2,,,
PDU,DUSI,2,,,
DKD,NRT,2,,,
DKO,KAL,2,,,
DKJ,PCZ,2,,,
NDKD,SAP,2,,,
URL,ED,2,,,
URL,KMD,2,,,
KLTR,GTK,2,,,
KLTR,KGB,2,,,
NGB,AY,2,,,
NGB,MUR,2,,,
NGO,JU,2,,,
NGO,BKN,2,,,
HDE,FUT,2,,,
HDE,KOO,2,,,
NGP,BTBR,2,,,
NGP,BZA,2,,,
NGP,SKZR,2,,,
NGP,MTY,2,,,
NGP,R,2,,,
HDA,JOB,2,,,
HDA,FL,2,,,
HDL,KSV,2,,,
HDK,GYN,2,,,
HDK,ALY,2,,,
BME,BLT,2,,,
BMI,AGR,2,,,
BMO,GWV,2,,,
BMR,SRID,2,,,
PRDP,BDBA,2,,,
BMT,RC,2,,,
SHC,SBM,2,,,
SHG,BWI,2,,,
SHK,WRS,2,,,
SHK,KSC,2,,,
SHM,KGP,2,,,
GZN,MDNR,2,,,
GZO,BNDP,2,,,
GZO,MANG,2,,,
MGG,INDB,2,,,
MGE,LFG,2,,,
MGE,MXR,2,,,
TBR,TKG,2,,,
TBR,POT,2,,,
MGS,KQR,2,,,
MGS,MKP,2,,,
MGS,DHN,2,,,
MGS,BDL,2,,,
MGS,DNR,2,,,
MGS,SLD,2,,,
MGS,ARW,2,,,
MGS,SYJ,2,,,
MGS,ARA,2,,,
TBH,HMY,2,,,
TBH,GPZ,2,,,
LUR,HGL,2,,,
KEG,DUB,2,,,
KEG,RBK,2,,,
KEA,AY,2,,,
KEA,MUR,2,,,
KER,BLTR,2,,,
KER,IAA,2,,,
DGHR,BSKH,2,,,
DGHR,JSME,2,,,
MRDL,TLHD,2,,,
KTGA,SPRD,2,,,
KTGA,SKPI,2,,,
RMPB,MLNH,2,,,
RMPB,MKRH,2,,,
MHRG,SDLP,2,,,
BNVD,JAM,2,,,
BNVD,GOP,2,,,
BNVD,PBR,2,,,
BNVD,LPJ,2,,,
MZP,BSB,2,,,
KHMA,CKK,2,,,
KHMA,MJZ,2,,,
MZL,WDR,2,,,
MZM,LRJ,2,,,
RMGM,KGI,2,,,
BMH,NDL,2,,,
BOY,ALD,2,,,
CKTD,SWC,2,,,
CKTD,MJG,2,,,
JRNA,TLMR,2,,,
JRNA,JGNR,2,,,
EKMA,DDP,2,,,
EKMA,SV,2,,,
TMKA,TGRL,2,,,
TMKA,BGPL,2,,,
VVM,BVRT,2,,,
KKDE,TRR,2,,,
KKDE,NLKR,2,,,
MLNH,GRMP,2,,,
WSA,SNV,2,,,
WSA,AJU,2,,,
WSJ,UA,2,,,
WSJ,SKR,2,,,
VKR,NIQ,2,,,
VKR,HRB,2,,,
VKA,ASR,2,,,
VKB,RC,2,,,
AGTL,JGNR,2,,,
ON,BLM,2,,,
ON,BQP,2,,,
ALER,RAG,2,,,
ALER,PBP,2,,,
RQJ,MOP,2,,,
RQJ,JPE,2,,,
RQJ,JPG,2,,,
DES,BJU,2,,,
DES,AYRN,2,,,
NRDP,SC,2,,,
NRDP,CTYL,2,,,
FL,AII,2,,,
MDL,BHL,2,,,
MDL,GBP,2,,,
KLRS,MINA,2,,,
KLRS,BDWS,2,,,
NED,BSX,2,,,
NED,NZB,2,,,
NED,ADB,2,,,
NEW,BWR,2,,,
HFG,LFG,2,,,
HFG,BF,2,,,
BKO,KBN,2,,,
BKO,MWH,2,,,
BKH,GAR,2,,,
BKI,GADJ,2,,,
BKI,KL,2,,,
BKI,MKH,2,,,
BKP,BEHS,2,,,
BKP,HTZ,2,,,
GDR,TPTY,2,,,
GDR,KPD,2,,,
GDZ,BXA,2,,,
MEJ,KLPM,2,,,
MEJ,TN,2,,,
MET,QRP,2,,,
MEP,LNR,2,,,
GDG,BDM,2,,,
GDG,KGX,2,,,
GDG,BGK,2,,,
MDU,KON,2,,,
GDL,GTT,2,,,
GDO,MTJ,2,,,
GDO,AWR,2,,,
KGP,JJKR,2,,,
KGP,SUA,2,,,
KGP,BHC,2,,,
KGP,GTS,2,,,
KGP,GMDN,2,,,
KGP,BBS,2,,,
KGS,TGQ,2,,,
KGX,BNP,2,,,
KGB,SLKR,2,,,
KGB,USL,2,,,
KGG,ROA,2,,,
CPH,KHS,2,,,
CPJ,GH,2,,,
CPK,SCE,2,,,
CPN,SMLA,2,,,
CPA,FBD,2,,,
CPP,SGDM,2,,,
CPP,GVI,2,,,
CPR,DDP,2,,,
CPR,DDA,2,,,
CPR,BSB,2,,,
CPU,RBGJ,2,,,
NILE,NFK,2,,,
MONR,KRR,2,,,
MONR,NMKL,2,,,
KTES,SHR,2,,,
KTES,NKJ,2,,,
BGSF,JMKT,2,,,
MXT,FM,2,,,
MXR,DJA,2,,,
MXR,LFG,2,,,
MXR,MBG,2,,,
MXN,CMA,2,,,
MXN,BXJ,2,,,
MXH,FZR,2,,,
MXA,DURG,2,,,
BRYA,SAE,2,,,
AMLA,NVG,2,,,
AMLA,NRKR,2,,,
BONA,SBP,2,,,
RGDA,THV,2,,,
MLPR,BWI,2,,,
MKRH,BLGT,2,,,
SBM,SBV,2,,,
VID,RN,2,,,
VID,ADVI,2,,,
FUT,PNBE,2,,,
BLGT,GRMP,2,,,
HGL,UMD,2,,,
JBP,GSPR,2,,,
JBP,KNW,2,,,
KLPM,MVN,2,,,
THVM,SNDD,2,,,
THVM,RN,2,,,
THVM,SWV,2,,,
DGA,CI,2,,,
DGA,NYO,2,,,
DGA,ATNR,2,,,
DGG,DURG,2,,,
DGI,BL,2,,,
DGI,BIM,2,,,
OML,MCRD,2,,,
BHD,NUR,2,,,
BHD,SZM,2,,,
AAY,VLY,2,,,
AAY,NPK,2,,,
BIO,DHD,2,,,
BIO,ANAS,2,,,
BIK,PLK,2,,,
BIG,SLKR,2,,,
BIG,TGQ,2,,,
BIC,TQN,2,,,
BIC,MIN,2,,,
BIA,DBEC,2,,,
BIA,R,2,,,
BIX,SONI,2,,,
BIY,UDN,2,,,
BIY,MID,2,,,
SLY,BQI,2,,,
SLT,SIHO,2,,,
SLT,NRPA,2,,,
SLO,DWP,2,,,
SLO,AKP,2,,,
SLI,KOV,2,,,
SLD,ZNA,2,,,
SLD,DHA,2,,,
SLF,MURI,2,,,
SLF,TIS,2,,,
MCN,AJJ,2,,,
MCN,WJR,2,,,
MCI,PPZ,2,,,
WANI,MJRI,2,,,
WANI,KAYR,2,,,
DLPH,BNDP,2,,,
DLPH,DOTL,2,,,
KIS,JJKR,2,,,
KIS,CTC,2,,,
KIR,SM,2,,,
KIR,DLK,2,,,
KIR,ALD,2,,,
KIR,SI,2,,,
KIR,MLDT,2,,,
CRR,NNA,2,,,
CRY,MQU,2,,,
CRJ,BRR,2,,,
CRN,LTA,2,,,
CRN,SMC,2,,,
PS,SEG,2,,,
PS,AK,2,,,
PB,ANG,2,,,
KTCH,TIHU,2,,,
KTCH,NLV,2,,,
OPL,HSP,2,,,
OPL,JMKT,2,,,
